amostra,tamanho,arquivo,teor_carbono,teor_nitrogenio,qtd_mat_org,nitrog_calc,classe,class
C18,256x256,C18A-86.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18A-87.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18A-88.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18A-89.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18A-90.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18A-91.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18A-92.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18A-93.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-101.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-102.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-103.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-104.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-105.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-106.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-107.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-108.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-109.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-117.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-118.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-119.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-120.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-121.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-122.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-123.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-124.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-125.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-133.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-134.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-135.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-136.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-137.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-138.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-139.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-140.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-150.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-151.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-152.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-153.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-154.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-155.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-167.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-168.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-169.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-170.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-39.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-40.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-41.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-42.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-54.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-55.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-56.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-57.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-58.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-59.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-69.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-70.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-71.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-72.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-73.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-74.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-75.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-76.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-85.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-86.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-87.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-88.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-89.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-90.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-91.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-92.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C18,256x256,C18B-93.png,1.31,0.12,2.25844,0.112922,Cambisolo,1
C19,256x256,C19A-101.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-102.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-103.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-104.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-105.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-106.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-107.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-108.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-109.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-117.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-118.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-119.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-120.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-121.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-122.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-123.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-124.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-133.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-134.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-135.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-136.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-137.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-138.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-139.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-140.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-150.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-151.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-152.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-153.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-154.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-155.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-167.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-168.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-169.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-170.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-39.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-40.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-41.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-42.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-54.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-55.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-56.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-57.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-58.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-59.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-69.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-70.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-71.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-72.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-73.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-74.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-75.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-76.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-85.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-86.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-87.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-88.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-89.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-90.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-91.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-92.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19A-93.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-101.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-102.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-103.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-104.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-105.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-106.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-107.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-108.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-109.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-117.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-118.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-119.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-120.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-121.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-122.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-123.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-124.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-125.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-133.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-134.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-135.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-136.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-137.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-138.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-139.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-140.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-150.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-151.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-152.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-153.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-154.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-155.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-167.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-168.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-169.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-170.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-39.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-40.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-41.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-42.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-54.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-55.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-56.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-57.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-58.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-59.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-69.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-70.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-71.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-72.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-73.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-74.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-75.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-76.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-85.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-86.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-87.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-88.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-89.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-90.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-91.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-92.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C19,256x256,C19B-93.png,2.35,0.19,4.0514,0.20257,Cambisolo,1
C2,256x256,C2A-101.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-102.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-103.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-104.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-105.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-106.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-107.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-108.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-109.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-117.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-118.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-119.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-120.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-121.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-122.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-123.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-124.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-125.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-133.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-134.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-135.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-136.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-137.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-138.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-139.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-140.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-150.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-151.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-152.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-153.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-154.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-155.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-167.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-168.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-169.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-170.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-40.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-41.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-42.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-54.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-55.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-56.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-57.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-58.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-59.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-69.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-70.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-71.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-72.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-73.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-74.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-75.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-76.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-85.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-86.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-87.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-88.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-89.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-90.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-91.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-92.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2A-93.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-101.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-102.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-103.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-104.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-105.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-106.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-107.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-108.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-109.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-117.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-118.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-119.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-120.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-121.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-122.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-123.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-124.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-133.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-134.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-135.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-136.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-137.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-138.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-139.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-140.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-150.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-151.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-152.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-153.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-154.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-155.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-168.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-169.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-170.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-39.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-40.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-41.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-42.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-54.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-55.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-56.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-57.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-58.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-59.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-69.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-70.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-71.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-72.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-73.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-74.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-75.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-76.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-85.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-86.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-87.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-88.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-89.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-90.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-91.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-92.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C2,256x256,C2B-93.png,3.3,0.2,5.6892,0.28446,Cambisolo,1
C20,256x256,C20A-101.png,1.84,0.13,3.17216,0.158608,Cambisolo,1
C20,256x256,C20A-102.png,1.84,0.13,3.17216,0.158608,Cambisolo,1
C20,256x256,C20A-103.png,1.84,0.13,3.17216,0.158608,Cambisolo,1
C20,256x256,C20A-104.png,1.84,0.13,3.17216,0.158608,Cambisolo,1
C20,256x256,C20A-105.png,1.84,0.13,3.17216,0.158608,Cambisolo,1
C20,256x256,C20A-106.png,1.84,0.13,3.17216,0.158608,Cambisolo,1
C20,256x256,C20A-107.png,1.84,0.13,3.17216,0.158608,Cambisolo,1
C20,256x256,C20A-108.png,1.84,0.13,3.17216,0.158608,Cambisolo,1
C20,256x256,C20A-109.png,1.84,0.13,3.17216,0.158608,Cambisolo,1
C20,256x256,C20A-117.png,1.84,0.13,3.17216,0.158608,Cambisolo,1
C20,256x256,C20A-118.png,1.84,0.13,3.17216,0.158608,Cambisolo,1
C20,256x256,C20A-119.png,1.84,0.13,3.17216,0.158608,Cambisolo,1
C20,256x256,C20A-120.png,1.84,0.13,3.17216,0.158608,Cambisolo,1
